student_id,item_id,question_type,round_no,raw_score,response_ms,answered_at,reverse_item,min_score,max_score,weight,current_level_grade,current_math_percentile,response_id,item_text,trait,round_label
2e3062e5-2724-41df-91ea-18014e915576,778ab9c4-a45c-4199-a7e2-8db73a800397,scale,1,9.0,11655.0,2026-01-30T03:09:19.712816+00:00,N,1.0,10.0,1.0,2,,47e03074-828f-47a2-aac0-45468445950e,"수학에서 한 번 잘 안 풀린 날이 있어도, 다음에는 다시 괜찮아질 수 있다고 생각한다.",,사전 조사
2e3062e5-2724-41df-91ea-18014e915576,97f11d1b-b881-41a5-851a-a611a61ac06e,scale,1,2.0,11801.0,2026-01-30T03:13:12.779838+00:00,Y,1.0,10.0,1.0,2,,47e03074-828f-47a2-aac0-45468445950e,수학은 나와는 거리가 먼 과목처럼 느껴진다.,,사전 조사
b85a06f4-2d48-4f4d-9c14-47202b0aa52c,3b84269c-8975-40b2-a9e5-ccc99f3006e3,scale,1,8.0,6214.0,2026-01-30T03:25:57.803749+00:00,Y,1.0,10.0,1.0,3,,39a1ec8d-5cc8-47ea-862b-27cbddf202cc,나는 수학을 잘하는 학생은 아니라고 느낀다.,,사전 조사
b85a06f4-2d48-4f4d-9c14-47202b0aa52c,409e0aff-0db4-45f9-ad76-0ed5856589ea,scale,1,9.0,943.0,2026-01-30T03:27:49.912671+00:00,N,1.0,10.0,1.0,3,,39a1ec8d-5cc8-47ea-862b-27cbddf202cc,수학은 꾸준히 노력하면 결과가 달라질 수 있다고 생각한다.,,사전 조사
cb60fbe7-ebe0-4a33-92b6-5fcd248224ee,c952553e-f79c-401e-9d11-0b44c35e4655,text,1,20.0,10548.0,2026-01-30T06:46:43.719979+00:00,N,1,10,1.0,3,,8a33e035-9e24-4a1a-8251-64cf98c78001,모르는 문제를 최대 00분까지 고민해서 풀어본 적이 있다. (단위 : 분),,사전 조사
cb60fbe7-ebe0-4a33-92b6-5fcd248224ee,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,1,7.0,16319.0,2026-01-30T06:47:16.605166+00:00,N,1.0,10.0,1.0,3,,8a33e035-9e24-4a1a-8251-64cf98c78001,수학 시험에서는 어떤 문제가 나오느냐가 성적을 좌우하는 경우가 많다고 느낀다.,,사전 조사
cb60fbe7-ebe0-4a33-92b6-5fcd248224ee,ed872416-aac9-46f2-8dc0-61a8e7a8b580,scale,1,4.0,4112.0,2026-01-30T06:47:26.583606+00:00,N,1.0,10.0,1.0,3,,8a33e035-9e24-4a1a-8251-64cf98c78001,수학 성적은 개인의 노력보다 시험 환경이나 조건에 더 크게 영향을 받는다고 생각한다.,,사전 조사
3d3bf836-b329-48fa-bb76-fc5a7646c15f,c952553e-f79c-401e-9d11-0b44c35e4655,text,1,20.0,3881.0,2026-01-30T06:47:41.298328+00:00,N,1,10,1.0,0,,256fd0dd-6943-45d5-b037-36aefa7da674,모르는 문제를 최대 00분까지 고민해서 풀어본 적이 있다. (단위 : 분),,사전 조사
3d3bf836-b329-48fa-bb76-fc5a7646c15f,3e0773f0-81dc-4807-b04b-74eda65090e2,scale,1,8.0,1714.0,2026-01-30T06:47:53.458613+00:00,N,1.0,10.0,1.0,0,,256fd0dd-6943-45d5-b037-36aefa7da674,수학에서 한 번 실패해도 다시 잘할 수 있다고 느낀다.,,사전 조사
cb60fbe7-ebe0-4a33-92b6-5fcd248224ee,ae21071b-8af5-4f2e-91fd-a2e309e049e6,scale,1,7.0,7617.0,2026-01-30T06:48:04.565504+00:00,N,1.0,10.0,1.0,3,,8a33e035-9e24-4a1a-8251-64cf98c78001,"지금은 잘 못하는 수학 내용도, 시간이 지나면 이해하게 될 수 있다고 생각한다.",,사전 조사
ec3dac30-199e-4d08-a520-1fe413727dd7,8b76f724-ab48-40e8-92ce-883e5b5bb642,scale,1,9.0,1267.0,2026-01-30T07:59:41.951123+00:00,N,1.0,10.0,1.0,3,,069e2032-74f7-4002-9546-de40711e6b6b,문제를 푸는 게 재밌다.,,사전 조사
ec3dac30-199e-4d08-a520-1fe413727dd7,ec6e556e-e137-4f52-9836-ea5512c2aa66,scale,1,8.0,7565.0,2026-01-30T08:02:58.258172+00:00,N,1.0,10.0,1.0,3,,069e2032-74f7-4002-9546-de40711e6b6b,틀릴 수 있는 상황이 오면 수학이 더 어렵게 느껴진다.,,사전 조사
c2242a6e-6348-4a40-a9b1-c7defe0d06b6,5f93db2e-a862-4382-9c0e-58153137a67a,scale,1,7.0,5022.0,2026-01-30T08:10:56.731275+00:00,N,1.0,10.0,1.0,3,,ea1c78fb-948d-4bfd-8b20-88f94ea95573,틀린 문제를 다시 생각해보는 과정이 도움이 된다고 느낀다.,,사전 조사
c2242a6e-6348-4a40-a9b1-c7defe0d06b6,270401a4-823e-4aa7-ad8e-15354d395684,scale,1,3.0,4752.0,2026-01-30T08:11:13.649267+00:00,N,1.0,10.0,1.0,3,,ea1c78fb-948d-4bfd-8b20-88f94ea95573,나는 수학이 나와 잘 맞는 과목이라고 느낀다.,,사전 조사
c2242a6e-6348-4a40-a9b1-c7defe0d06b6,0975ef15-3056-4dbf-a4cc-7bc50b391c9b,scale,1,7.0,4619.0,2026-01-30T08:13:15.158613+00:00,N,1.0,10.0,1.0,3,,ea1c78fb-948d-4bfd-8b20-88f94ea95573,수학은 정답을 맞히는 것보다 이해하는 과정이 더 중요하다고 생각한다.,,사전 조사
28f8bfc9-3c51-4597-a2f2-120d6a63efb0,a66cf223-b94a-472a-a7d8-c5d5a57f4ba8,scale,1,8.0,7188.0,2026-01-30T08:28:01.750488+00:00,N,1.0,10.0,1.0,2,,ad4fcaed-ec64-42bd-8117-e09514b2bbd9,수학 성적은 내가 어떻게 공부하느냐에 따라 달라진다고 느낀다.,,사전 조사
28f8bfc9-3c51-4597-a2f2-120d6a63efb0,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,1,6.0,8470.0,2026-01-30T08:29:53.439666+00:00,N,1.0,10.0,1.0,2,,ad4fcaed-ec64-42bd-8117-e09514b2bbd9,수학 시험에서는 어떤 문제가 나오느냐가 성적을 좌우하는 경우가 많다고 느낀다.,,사전 조사
8a9114e5-b904-40e3-a563-fc09cd9820f8,693afd33-f3d4-4d3d-bf2d-220383f41d53,scale,1,4.0,8453.0,2026-01-30T08:36:00.930404+00:00,Y,1.0,10.0,1.0,2,,6e2f2b83-5eb0-497f-8329-dd255c38c853,수학에서 한 번 막히면 계속 어려울 것 같다.,,사전 조사
8a9114e5-b904-40e3-a563-fc09cd9820f8,28974e26-cb80-4db5-870a-b3dfeabf58c9,scale,1,5.0,9664.0,2026-01-30T08:37:53.145875+00:00,Y,1.0,10.0,1.0,2,,6e2f2b83-5eb0-497f-8329-dd255c38c853,수학 문제를 틀리면 나 자신이 부족하다고 느껴진다.,,사전 조사
f586de48-2ee5-4685-82c5-e61475707954,b8bd0a10-8382-471e-9728-aa2b8ef9434d,text,1,10.0,51279.0,2026-01-30T09:32:18.713346+00:00,N,1,10,1.0,2,,0cee3499-d57e-4a99-879c-4338acb5b2e7,나는 모르는 문제를 평균 00분까지는 고민해보고 넘긴다. (단위 : 분),,사전 조사
f586de48-2ee5-4685-82c5-e61475707954,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,1,8.0,7750.0,2026-01-30T09:37:07.881563+00:00,N,1.0,10.0,1.0,2,,0cee3499-d57e-4a99-879c-4338acb5b2e7,수학 시험에서는 어떤 문제가 나오느냐가 성적을 좌우하는 경우가 많다고 느낀다.,,사전 조사
2e9c0257-be5a-4ac4-82a6-8ffb655da9d6,693afd33-f3d4-4d3d-bf2d-220383f41d53,scale,1,2.0,11849.0,2026-01-30T10:58:30.255418+00:00,Y,1.0,10.0,1.0,2,,62319727-9ebc-4414-8b98-01320fdd6f0e,수학에서 한 번 막히면 계속 어려울 것 같다.,,사전 조사
2e9c0257-be5a-4ac4-82a6-8ffb655da9d6,28974e26-cb80-4db5-870a-b3dfeabf58c9,scale,1,7.0,20037.0,2026-01-30T11:01:07.129262+00:00,Y,1.0,10.0,1.0,2,,62319727-9ebc-4414-8b98-01320fdd6f0e,수학 문제를 틀리면 나 자신이 부족하다고 느껴진다.,,사전 조사
e79edc82-5112-49cb-99a1-5eae9b6c4ff4,b8bd0a10-8382-471e-9728-aa2b8ef9434d,text,1,20.0,6016.0,2026-01-30T11:12:23.26218+00:00,N,1,10,1.0,3,,345414ad-2e69-4ee7-9157-4003ab585f98,나는 모르는 문제를 평균 00분까지는 고민해보고 넘긴다. (단위 : 분),,사전 조사
2446ef63-079f-4d09-ba1e-9b26aa274755,8ee73918-7964-4d0e-8ca3-aa60a74bebdf,scale,1,2.0,10172.0,2026-01-30T03:51:22.150952+00:00,Y,1.0,10.0,1.0,2,,b6334700-a7d9-4e4a-b3db-961f04d58ee3,무엇을 공부할지 스스로 정하는 게 어렵다.,,사전 조사
2446ef63-079f-4d09-ba1e-9b26aa274755,ed872416-aac9-46f2-8dc0-61a8e7a8b580,scale,1,2.0,4375.0,2026-01-30T03:52:58.617322+00:00,N,1.0,10.0,1.0,2,,b6334700-a7d9-4e4a-b3db-961f04d58ee3,수학 성적은 개인의 노력보다 시험 환경이나 조건에 더 크게 영향을 받는다고 생각한다.,,사전 조사
561d973a-baa1-4777-979f-d45c8bb6f038,ec6e556e-e137-4f52-9836-ea5512c2aa66,scale,1,6.0,20511.0,2026-01-30T06:14:05.475522+00:00,N,1.0,10.0,1.0,2,,eab0d644-d99a-4a98-999f-a2b1e99378c5,틀릴 수 있는 상황이 오면 수학이 더 어렵게 느껴진다.,,사전 조사
3927cdf4-863b-41f6-9057-d56b9f9049d1,586d16f6-be5e-43a8-8739-862118457042,scale,1,4.0,18253.0,2026-01-30T06:23:07.349798+00:00,N,1.0,10.0,1.0,2,,f5f6e588-45d0-4b58-94e4-e236f108e05c,수학 공부에 관한 것들을 내가 조절하고 있다는 느낌이 든다.,,사전 조사
3927cdf4-863b-41f6-9057-d56b9f9049d1,039091ed-0d7b-4e55-9d29-4e05f1b3b9d2,scale,1,7.0,8806.0,2026-01-30T06:26:35.572913+00:00,Y,1.0,10.0,1.0,2,,f5f6e588-45d0-4b58-94e4-e236f108e05c,수학 실력은 타고난 재능의 영향이 크다고 느낀다.,,사전 조사
cb60fbe7-ebe0-4a33-92b6-5fcd248224ee,c33c95a7-e6f7-4f6e-8d3a-bd2eab138a08,scale,1,3.0,5467.0,2026-01-30T06:46:49.298287+00:00,Y,1.0,10.0,1.0,3,,8a33e035-9e24-4a1a-8251-64cf98c78001,시간을 들여 공부해도 수학 성적이 잘 오르지 않는다고 느낀다.,,사전 조사
3d3bf836-b329-48fa-bb76-fc5a7646c15f,a64224be-2b3e-4a16-ab9e-512b9d40fb33,scale,1,7.0,2859.0,2026-01-30T06:47:18.782241+00:00,N,1.0,10.0,1.0,0,,256fd0dd-6943-45d5-b037-36aefa7da674,생각이 이어질 때 즐겁다고 느낀다.,,사전 조사
3d3bf836-b329-48fa-bb76-fc5a7646c15f,586d16f6-be5e-43a8-8739-862118457042,scale,1,6.0,3156.0,2026-01-30T06:47:28.595164+00:00,N,1.0,10.0,1.0,0,,256fd0dd-6943-45d5-b037-36aefa7da674,수학 공부에 관한 것들을 내가 조절하고 있다는 느낌이 든다.,,사전 조사
8aa02b1f-05a7-47bb-90bf-e07210c85110,b8bd0a10-8382-471e-9728-aa2b8ef9434d,text,1,6.0,17153.0,2026-01-30T02:46:56.672012+00:00,N,1,10,1.0,4,,ded6b98b-c25b-429e-b579-2794674572f9,나는 모르는 문제를 평균 00분까지는 고민해보고 넘긴다. (단위 : 분),,사전 조사
8aa02b1f-05a7-47bb-90bf-e07210c85110,e7bfe56b-2a4c-4737-a1d3-9d44ce98d011,scale,1,6.0,9842.0,2026-01-30T02:47:20.339309+00:00,N,1.0,10.0,1.0,4,,ded6b98b-c25b-429e-b579-2794674572f9,틀린 이유를 스스로 설명할 수 있다고 느낀다.,,사전 조사
8aa02b1f-05a7-47bb-90bf-e07210c85110,25079046-d422-40c6-9e41-e62d8cc6f82f,scale,1,9.0,5127.0,2026-01-30T02:47:43.726455+00:00,N,1.0,10.0,1.0,4,,ded6b98b-c25b-429e-b579-2794674572f9,수학 문제를 풀 때 '왜 그런지' 스스로에게 질문하는 것이 중요하다고 생각한다.,,사전 조사
8aa02b1f-05a7-47bb-90bf-e07210c85110,f2646d02-b8a0-4e05-8dcb-8c66baaa4027,scale,1,3.0,7790.0,2026-01-30T02:48:10.96224+00:00,N,1.0,10.0,1.0,4,,ded6b98b-c25b-429e-b579-2794674572f9,"수학이 잘 안될 때, 다른 방법으로 다시 시도해볼 수 있다고 느낀다.",,사전 조사
37b66d93-3eee-4b30-b714-d4ee6fd84ff2,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,1,1.0,2330.0,2026-01-30T03:01:13.913879+00:00,N,1.0,10.0,1.0,1,,7b58e6de-6996-4265-9466-bcca2b835075,수학 시험에서는 어떤 문제가 나오느냐가 성적을 좌우하는 경우가 많다고 느낀다.,,사전 조사
37b66d93-3eee-4b30-b714-d4ee6fd84ff2,ee99a89f-1362-4bfc-8535-6946b6a6b496,scale,1,1.0,1779.0,2026-01-30T03:01:34.079434+00:00,N,1.0,10.0,1.0,1,,7b58e6de-6996-4265-9466-bcca2b835075,수학 문제를 보면 긴장부터 되는 편이다.,,사전 조사
37b66d93-3eee-4b30-b714-d4ee6fd84ff2,a0f8bba6-01b0-4834-9d01-e55fa30bb850,scale,1,10.0,3775.0,2026-01-30T03:01:49.550794+00:00,N,1.0,10.0,1.0,1,,7b58e6de-6996-4265-9466-bcca2b835075,"문제를 틀렸을 때, 내 능력보다는 문제나 접근 방법을 먼저 떠올리는 편이다.",,사전 조사
37b66d93-3eee-4b30-b714-d4ee6fd84ff2,22100387-9306-4eb0-aadc-2e835e040462,scale,1,10.0,1927.0,2026-01-30T03:02:09.048931+00:00,N,1.0,10.0,1.0,1,,7b58e6de-6996-4265-9466-bcca2b835075,문제를 풀면서 내가 지금 잘 가고 있는지 점검하는 편이다.,,사전 조사
37b66d93-3eee-4b30-b714-d4ee6fd84ff2,270401a4-823e-4aa7-ad8e-15354d395684,scale,1,10.0,1715.0,2026-01-30T03:02:25.881612+00:00,N,1.0,10.0,1.0,1,,7b58e6de-6996-4265-9466-bcca2b835075,나는 수학이 나와 잘 맞는 과목이라고 느낀다.,,사전 조사
2e3062e5-2724-41df-91ea-18014e915576,ae21071b-8af5-4f2e-91fd-a2e309e049e6,scale,1,8.0,6182.0,2026-01-30T03:09:26.024456+00:00,N,1.0,10.0,1.0,2,,47e03074-828f-47a2-aac0-45468445950e,"지금은 잘 못하는 수학 내용도, 시간이 지나면 이해하게 될 수 있다고 생각한다.",,사전 조사
2e3062e5-2724-41df-91ea-18014e915576,693afd33-f3d4-4d3d-bf2d-220383f41d53,scale,1,2.0,3340.0,2026-01-30T03:13:16.320064+00:00,Y,1.0,10.0,1.0,2,,47e03074-828f-47a2-aac0-45468445950e,수학에서 한 번 막히면 계속 어려울 것 같다.,,사전 조사
b85a06f4-2d48-4f4d-9c14-47202b0aa52c,25079046-d422-40c6-9e41-e62d8cc6f82f,scale,1,8.0,17439.0,2026-01-30T03:26:15.589903+00:00,N,1.0,10.0,1.0,3,,39a1ec8d-5cc8-47ea-862b-27cbddf202cc,수학 문제를 풀 때 '왜 그런지' 스스로에게 질문하는 것이 중요하다고 생각한다.,,사전 조사
b85a06f4-2d48-4f4d-9c14-47202b0aa52c,f441e53b-223e-446a-bd68-83c52a739bb3,scale,1,4.0,1543.0,2026-01-30T03:27:51.696614+00:00,N,1.0,10.0,1.0,3,,39a1ec8d-5cc8-47ea-862b-27cbddf202cc,나는 수학 문제를 이해하는 속도가 빠른 편이라고 느낀다.,,사전 조사
3d3bf836-b329-48fa-bb76-fc5a7646c15f,25079046-d422-40c6-9e41-e62d8cc6f82f,scale,1,8.0,3471.0,2026-01-30T06:47:44.824551+00:00,N,1.0,10.0,1.0,0,,256fd0dd-6943-45d5-b037-36aefa7da674,수학 문제를 풀 때 '왜 그런지' 스스로에게 질문하는 것이 중요하다고 생각한다.,,사전 조사
cb60fbe7-ebe0-4a33-92b6-5fcd248224ee,a0f8bba6-01b0-4834-9d01-e55fa30bb850,scale,1,7.0,8202.0,2026-01-30T06:47:56.785828+00:00,N,1.0,10.0,1.0,3,,8a33e035-9e24-4a1a-8251-64cf98c78001,"문제를 틀렸을 때, 내 능력보다는 문제나 접근 방법을 먼저 떠올리는 편이다.",,사전 조사
3d3bf836-b329-48fa-bb76-fc5a7646c15f,ed872416-aac9-46f2-8dc0-61a8e7a8b580,scale,1,4.0,2474.0,2026-01-30T06:48:06.327731+00:00,N,1.0,10.0,1.0,0,,256fd0dd-6943-45d5-b037-36aefa7da674,수학 성적은 개인의 노력보다 시험 환경이나 조건에 더 크게 영향을 받는다고 생각한다.,,사전 조사
ec3dac30-199e-4d08-a520-1fe413727dd7,f2646d02-b8a0-4e05-8dcb-8c66baaa4027,scale,1,10.0,4338.0,2026-01-30T07:59:46.681663+00:00,N,1.0,10.0,1.0,3,,069e2032-74f7-4002-9546-de40711e6b6b,"수학이 잘 안될 때, 다른 방법으로 다시 시도해볼 수 있다고 느낀다.",,사전 조사
ec3dac30-199e-4d08-a520-1fe413727dd7,22100387-9306-4eb0-aadc-2e835e040462,scale,1,10.0,3207.0,2026-01-30T08:03:01.616629+00:00,N,1.0,10.0,1.0,3,,069e2032-74f7-4002-9546-de40711e6b6b,문제를 풀면서 내가 지금 잘 가고 있는지 점검하는 편이다.,,사전 조사
c2242a6e-6348-4a40-a9b1-c7defe0d06b6,f2646d02-b8a0-4e05-8dcb-8c66baaa4027,scale,1,6.0,6305.0,2026-01-30T08:11:03.263162+00:00,N,1.0,10.0,1.0,3,,ea1c78fb-948d-4bfd-8b20-88f94ea95573,"수학이 잘 안될 때, 다른 방법으로 다시 시도해볼 수 있다고 느낀다.",,사전 조사
c2242a6e-6348-4a40-a9b1-c7defe0d06b6,c33c95a7-e6f7-4f6e-8d3a-bd2eab138a08,scale,1,6.0,6258.0,2026-01-30T08:11:39.854787+00:00,Y,1.0,10.0,1.0,3,,ea1c78fb-948d-4bfd-8b20-88f94ea95573,시간을 들여 공부해도 수학 성적이 잘 오르지 않는다고 느낀다.,,사전 조사
c2242a6e-6348-4a40-a9b1-c7defe0d06b6,039091ed-0d7b-4e55-9d29-4e05f1b3b9d2,scale,1,7.0,2867.0,2026-01-30T08:13:18.507192+00:00,Y,1.0,10.0,1.0,3,,ea1c78fb-948d-4bfd-8b20-88f94ea95573,수학 실력은 타고난 재능의 영향이 크다고 느낀다.,,사전 조사
28f8bfc9-3c51-4597-a2f2-120d6a63efb0,e7bfe56b-2a4c-4737-a1d3-9d44ce98d011,scale,1,4.0,3815.0,2026-01-30T08:28:05.7795+00:00,N,1.0,10.0,1.0,2,,ad4fcaed-ec64-42bd-8117-e09514b2bbd9,틀린 이유를 스스로 설명할 수 있다고 느낀다.,,사전 조사
28f8bfc9-3c51-4597-a2f2-120d6a63efb0,778ab9c4-a45c-4199-a7e2-8db73a800397,scale,1,4.0,8261.0,2026-01-30T08:30:01.881325+00:00,N,1.0,10.0,1.0,2,,ad4fcaed-ec64-42bd-8117-e09514b2bbd9,"수학에서 한 번 잘 안 풀린 날이 있어도, 다음에는 다시 괜찮아질 수 있다고 생각한다.",,사전 조사
8a9114e5-b904-40e3-a563-fc09cd9820f8,a66cf223-b94a-472a-a7d8-c5d5a57f4ba8,scale,1,7.0,10242.0,2026-01-30T08:36:11.411693+00:00,N,1.0,10.0,1.0,2,,6e2f2b83-5eb0-497f-8329-dd255c38c853,수학 성적은 내가 어떻게 공부하느냐에 따라 달라진다고 느낀다.,,사전 조사
8a9114e5-b904-40e3-a563-fc09cd9820f8,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,1,6.0,7349.0,2026-01-30T08:38:00.878867+00:00,N,1.0,10.0,1.0,2,,6e2f2b83-5eb0-497f-8329-dd255c38c853,수학 시험에서는 어떤 문제가 나오느냐가 성적을 좌우하는 경우가 많다고 느낀다.,,사전 조사
f586de48-2ee5-4685-82c5-e61475707954,693afd33-f3d4-4d3d-bf2d-220383f41d53,scale,1,7.0,10289.0,2026-01-30T09:32:29.331745+00:00,Y,1.0,10.0,1.0,2,,0cee3499-d57e-4a99-879c-4338acb5b2e7,수학에서 한 번 막히면 계속 어려울 것 같다.,,사전 조사
f586de48-2ee5-4685-82c5-e61475707954,778ab9c4-a45c-4199-a7e2-8db73a800397,scale,1,7.0,15301.0,2026-01-30T09:37:23.645842+00:00,N,1.0,10.0,1.0,2,,0cee3499-d57e-4a99-879c-4338acb5b2e7,"수학에서 한 번 잘 안 풀린 날이 있어도, 다음에는 다시 괜찮아질 수 있다고 생각한다.",,사전 조사
2e9c0257-be5a-4ac4-82a6-8ffb655da9d6,a66cf223-b94a-472a-a7d8-c5d5a57f4ba8,scale,1,10.0,5213.0,2026-01-30T10:58:35.790502+00:00,N,1.0,10.0,1.0,2,,62319727-9ebc-4414-8b98-01320fdd6f0e,수학 성적은 내가 어떻게 공부하느냐에 따라 달라진다고 느낀다.,,사전 조사
2e9c0257-be5a-4ac4-82a6-8ffb655da9d6,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,1,2.0,9284.0,2026-01-30T11:01:16.593694+00:00,N,1.0,10.0,1.0,2,,62319727-9ebc-4414-8b98-01320fdd6f0e,수학 시험에서는 어떤 문제가 나오느냐가 성적을 좌우하는 경우가 많다고 느낀다.,,사전 조사
e79edc82-5112-49cb-99a1-5eae9b6c4ff4,693afd33-f3d4-4d3d-bf2d-220383f41d53,scale,1,6.0,1771.0,2026-01-30T11:12:34.002299+00:00,Y,1.0,10.0,1.0,3,,345414ad-2e69-4ee7-9157-4003ab585f98,수학에서 한 번 막히면 계속 어려울 것 같다.,,사전 조사
