student_id,item_id,question_type,scale_name,axis_tag,analysis_group,raw_score,score_rc,response_ms,response_time_sec,reverse_item,min_score,max_score,weight,current_level_grade,current_math_percentile,answered_at
04d9e896-a579-4e67-ad48-bd844d88a1ef,97f11d1b-b881-41a5-851a-a611a61ac06e,scale,scale_97f11d1b,efficacy,core_scale,5.0,6.0,4049.0,4.049,Y,1.0,10.0,1.0,3,,2026-02-01 02:41:01.351757+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,a0f8bba6-01b0-4834-9d01-e55fa30bb850,scale,scale_a0f8bba6,efficacy,core_scale,8.0,8.0,18550.0,18.55,N,1.0,10.0,1.0,3,,2026-02-01 02:38:46.771078+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,a64224be-2b3e-4a16-ab9e-512b9d40fb33,scale,scale_a64224be,efficacy,core_scale,6.0,6.0,3364.0,3.364,N,1.0,10.0,1.0,3,,2026-02-01 02:39:08.588153+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,a66cf223-b94a-472a-a7d8-c5d5a57f4ba8,scale,scale_a66cf223,efficacy,core_scale,8.0,8.0,2622.0,2.622,N,1.0,10.0,1.0,3,,2026-02-01 02:39:21.234149+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,ae21071b-8af5-4f2e-91fd-a2e309e049e6,scale,scale_ae21071b,growth_mindset,core_scale,4.0,4.0,6778.0,6.778,N,1.0,10.0,1.0,3,,2026-02-01 02:40:27.641197+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,b8bd0a10-8382-471e-9728-aa2b8ef9434d,text,나는 모르는 문제를 평균 00분까지는 고민해보고 넘긴다. (단위 : 분),,supplementary_numeric,25.0,25.0,12048.0,12.048,N,1.0,10.0,1.0,3,,2026-02-01 02:38:28.129345+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,c33c95a7-e6f7-4f6e-8d3a-bd2eab138a08,scale,scale_c33c95a7,efficacy,core_scale,5.0,6.0,6760.0,6.76,Y,1.0,10.0,1.0,3,,2026-02-01 02:39:33.827400+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,c952553e-f79c-401e-9d11-0b44c35e4655,text,모르는 문제를 최대 00분까지 고민해서 풀어본 적이 있다. (단위 : 분),,supplementary_numeric,75.0,75.0,38638.0,38.638,N,1.0,10.0,1.0,3,,2026-02-01 02:40:20.769580+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,e7bfe56b-2a4c-4737-a1d3-9d44ce98d011,scale,scale_e7bfe56b,efficacy,core_scale,7.0,7.0,7010.0,7.01,N,1.0,10.0,1.0,3,,2026-02-01 02:40:47.432985+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,ec6e556e-e137-4f52-9836-ea5512c2aa66,scale,scale_ec6e556e,efficacy,core_scale,8.0,8.0,5560.0,5.56,N,1.0,10.0,1.0,3,,2026-02-01 02:40:57.194966+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,ed872416-aac9-46f2-8dc0-61a8e7a8b580,scale,scale_ed872416,efficacy,core_scale,4.0,4.0,16005.0,16.005,N,1.0,10.0,1.0,3,,2026-02-01 02:37:36.553519+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,ee99a89f-1362-4bfc-8535-6946b6a6b496,scale,scale_ee99a89f,efficacy,core_scale,7.0,7.0,3633.0,3.633,N,1.0,10.0,1.0,3,,2026-02-01 02:39:05.147992+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,f2646d02-b8a0-4e05-8dcb-8c66baaa4027,scale,scale_f2646d02,efficacy,core_scale,8.0,8.0,4424.0,4.424,N,1.0,10.0,1.0,3,,2026-02-01 02:39:18.497074+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,f30ab7e5-e4f3-43f7-b4d6-205eab67d1da,scale,scale_f30ab7e5,growth_mindset,core_scale,5.0,6.0,9592.0,9.592,Y,1.0,10.0,1.0,3,,2026-02-01 02:37:46.226514+00:00
04d9e896-a579-4e67-ad48-bd844d88a1ef,f441e53b-223e-446a-bd68-83c52a739bb3,scale,scale_f441e53b,efficacy,core_scale,6.0,6.0,3382.0,3.382,N,1.0,10.0,1.0,3,,2026-02-01 02:39:26.933562+00:00
136a1535-1b95-446e-a773-aba787f88c1b,039091ed-0d7b-4e55-9d29-4e05f1b3b9d2,scale,scale_039091ed,anxiety,core_scale,7.0,4.0,6390.0,6.39,Y,1.0,10.0,1.0,1,,2026-02-04 09:58:54.594886+00:00
136a1535-1b95-446e-a773-aba787f88c1b,0975ef15-3056-4dbf-a4cc-7bc50b391c9b,scale,scale_0975ef15,efficacy,core_scale,9.0,9.0,5454.0,5.454,N,1.0,10.0,1.0,1,,2026-02-04 09:59:56.742278+00:00
136a1535-1b95-446e-a773-aba787f88c1b,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,scale_1c6546cb,efficacy,core_scale,5.0,5.0,16304.0,16.304,N,1.0,10.0,1.0,1,,2026-02-04 09:57:06.063545+00:00
136a1535-1b95-446e-a773-aba787f88c1b,22100387-9306-4eb0-aadc-2e835e040462,scale,scale_22100387,efficacy,core_scale,9.0,9.0,6060.0,6.06,N,1.0,10.0,1.0,1,,2026-02-04 10:00:37.722236+00:00
136a1535-1b95-446e-a773-aba787f88c1b,25079046-d422-40c6-9e41-e62d8cc6f82f,scale,scale_25079046,efficacy,core_scale,7.0,7.0,13290.0,13.29,N,1.0,10.0,1.0,1,,2026-02-04 09:59:33.944990+00:00
136a1535-1b95-446e-a773-aba787f88c1b,270401a4-823e-4aa7-ad8e-15354d395684,scale,scale_270401a4,efficacy,core_scale,6.0,6.0,6318.0,6.318,N,1.0,10.0,1.0,1,,2026-02-04 10:00:44.245065+00:00
136a1535-1b95-446e-a773-aba787f88c1b,28974e26-cb80-4db5-870a-b3dfeabf58c9,scale,scale_28974e26,efficacy,core_scale,4.0,7.0,16971.0,16.971,Y,1.0,10.0,1.0,1,,2026-02-04 09:58:47.883873+00:00
136a1535-1b95-446e-a773-aba787f88c1b,3b84269c-8975-40b2-a9e5-ccc99f3006e3,scale,scale_3b84269c,efficacy,core_scale,8.0,3.0,4878.0,4.878,Y,1.0,10.0,1.0,1,,2026-02-04 09:59:08.711706+00:00
136a1535-1b95-446e-a773-aba787f88c1b,3e0773f0-81dc-4807-b04b-74eda65090e2,scale,scale_3e0773f0,efficacy,core_scale,9.0,9.0,6028.0,6.028,N,1.0,10.0,1.0,1,,2026-02-04 09:57:25.078357+00:00
136a1535-1b95-446e-a773-aba787f88c1b,409e0aff-0db4-45f9-ad76-0ed5856589ea,scale,scale_409e0aff,efficacy,core_scale,9.0,9.0,3997.0,3.997,N,1.0,10.0,1.0,1,,2026-02-04 09:57:10.211975+00:00
136a1535-1b95-446e-a773-aba787f88c1b,586d16f6-be5e-43a8-8739-862118457042,scale,scale_586d16f6,efficacy,core_scale,8.0,8.0,8464.0,8.464,N,1.0,10.0,1.0,1,,2026-02-04 09:57:18.868641+00:00
136a1535-1b95-446e-a773-aba787f88c1b,5f93db2e-a862-4382-9c0e-58153137a67a,scale,scale_5f93db2e,efficacy,core_scale,9.0,9.0,2699.0,2.699,N,1.0,10.0,1.0,1,,2026-02-04 10:00:31.509982+00:00
136a1535-1b95-446e-a773-aba787f88c1b,693afd33-f3d4-4d3d-bf2d-220383f41d53,scale,scale_693afd33,efficacy,core_scale,6.0,5.0,6262.0,6.262,Y,1.0,10.0,1.0,1,,2026-02-04 10:01:25.898362+00:00
136a1535-1b95-446e-a773-aba787f88c1b,778ab9c4-a45c-4199-a7e2-8db73a800397,scale,scale_778ab9c4,efficacy,core_scale,9.0,9.0,9415.0,9.415,N,1.0,10.0,1.0,1,,2026-02-04 09:56:49.391209+00:00
136a1535-1b95-446e-a773-aba787f88c1b,8b76f724-ab48-40e8-92ce-883e5b5bb642,scale,scale_8b76f724,efficacy,core_scale,6.0,6.0,14595.0,14.595,N,1.0,10.0,1.0,1,,2026-02-04 09:58:30.531298+00:00
136a1535-1b95-446e-a773-aba787f88c1b,8ee73918-7964-4d0e-8ca3-aa60a74bebdf,scale,scale_8ee73918,efficacy,core_scale,3.0,8.0,7909.0,7.909,Y,1.0,10.0,1.0,1,,2026-02-04 10:00:58.646020+00:00
136a1535-1b95-446e-a773-aba787f88c1b,97f11d1b-b881-41a5-851a-a611a61ac06e,scale,scale_97f11d1b,efficacy,core_scale,6.0,5.0,10477.0,10.477,Y,1.0,10.0,1.0,1,,2026-02-04 10:01:19.407393+00:00
136a1535-1b95-446e-a773-aba787f88c1b,a0f8bba6-01b0-4834-9d01-e55fa30bb850,scale,scale_a0f8bba6,efficacy,core_scale,7.0,7.0,17532.0,17.532,N,1.0,10.0,1.0,1,,2026-02-04 09:58:15.727676+00:00
136a1535-1b95-446e-a773-aba787f88c1b,a64224be-2b3e-4a16-ab9e-512b9d40fb33,scale,scale_a64224be,efficacy,core_scale,8.0,8.0,5244.0,5.244,N,1.0,10.0,1.0,1,,2026-02-04 09:59:03.630566+00:00
136a1535-1b95-446e-a773-aba787f88c1b,a66cf223-b94a-472a-a7d8-c5d5a57f4ba8,scale,scale_a66cf223,efficacy,core_scale,8.0,8.0,5589.0,5.589,N,1.0,10.0,1.0,1,,2026-02-04 09:59:20.505546+00:00
136a1535-1b95-446e-a773-aba787f88c1b,ae21071b-8af5-4f2e-91fd-a2e309e049e6,scale,scale_ae21071b,growth_mindset,core_scale,9.0,9.0,12759.0,12.759,N,1.0,10.0,1.0,1,,2026-02-04 10:00:28.484502+00:00
136a1535-1b95-446e-a773-aba787f88c1b,b8bd0a10-8382-471e-9728-aa2b8ef9434d,text,나는 모르는 문제를 평균 00분까지는 고민해보고 넘긴다. (단위 : 분),,supplementary_numeric,10.0,10.0,32508.0,32.508,N,1.0,10.0,1.0,1,,2026-02-04 09:57:57.864981+00:00
136a1535-1b95-446e-a773-aba787f88c1b,c33c95a7-e6f7-4f6e-8d3a-bd2eab138a08,scale,scale_c33c95a7,efficacy,core_scale,4.0,7.0,11170.0,11.17,Y,1.0,10.0,1.0,1,,2026-02-04 09:59:51.023342+00:00
136a1535-1b95-446e-a773-aba787f88c1b,c952553e-f79c-401e-9d11-0b44c35e4655,text,모르는 문제를 최대 00분까지 고민해서 풀어본 적이 있다. (단위 : 분),,supplementary_numeric,30.0,30.0,18445.0,18.445,N,1.0,10.0,1.0,1,,2026-02-04 10:00:15.418905+00:00
136a1535-1b95-446e-a773-aba787f88c1b,e7bfe56b-2a4c-4737-a1d3-9d44ce98d011,scale,scale_e7bfe56b,efficacy,core_scale,8.0,8.0,6175.0,6.175,N,1.0,10.0,1.0,1,,2026-02-04 10:00:50.537018+00:00
136a1535-1b95-446e-a773-aba787f88c1b,ec6e556e-e137-4f52-9836-ea5512c2aa66,scale,scale_ec6e556e,efficacy,core_scale,8.0,8.0,9854.0,9.854,N,1.0,10.0,1.0,1,,2026-02-04 10:01:08.724033+00:00
136a1535-1b95-446e-a773-aba787f88c1b,ed872416-aac9-46f2-8dc0-61a8e7a8b580,scale,scale_ed872416,efficacy,core_scale,3.0,3.0,32553.0,32.553,N,1.0,10.0,1.0,1,,2026-02-04 09:56:28.695770+00:00
136a1535-1b95-446e-a773-aba787f88c1b,ee99a89f-1362-4bfc-8535-6946b6a6b496,scale,scale_ee99a89f,efficacy,core_scale,7.0,7.0,3414.0,3.414,N,1.0,10.0,1.0,1,,2026-02-04 09:58:58.184803+00:00
136a1535-1b95-446e-a773-aba787f88c1b,f2646d02-b8a0-4e05-8dcb-8c66baaa4027,scale,scale_f2646d02,efficacy,core_scale,8.0,8.0,5699.0,5.699,N,1.0,10.0,1.0,1,,2026-02-04 09:59:14.562170+00:00
136a1535-1b95-446e-a773-aba787f88c1b,f30ab7e5-e4f3-43f7-b4d6-205eab67d1da,scale,scale_f30ab7e5,growth_mindset,core_scale,7.0,4.0,10970.0,10.97,Y,1.0,10.0,1.0,1,,2026-02-04 09:56:39.816364+00:00
136a1535-1b95-446e-a773-aba787f88c1b,f441e53b-223e-446a-bd68-83c52a739bb3,scale,scale_f441e53b,efficacy,core_scale,6.0,6.0,5371.0,5.371,N,1.0,10.0,1.0,1,,2026-02-04 09:59:39.533939+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,039091ed-0d7b-4e55-9d29-4e05f1b3b9d2,scale,scale_039091ed,anxiety,core_scale,2.0,9.0,7689.0,7.689,Y,1.0,10.0,1.0,2,,2026-02-02 09:40:58.036881+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,0975ef15-3056-4dbf-a4cc-7bc50b391c9b,scale,scale_0975ef15,efficacy,core_scale,9.0,9.0,6403.0,6.403,N,1.0,10.0,1.0,2,,2026-02-02 09:41:54.745080+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,scale_1c6546cb,efficacy,core_scale,5.0,5.0,12939.0,12.939,N,1.0,10.0,1.0,2,,2026-02-02 09:39:47.041972+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,22100387-9306-4eb0-aadc-2e835e040462,scale,scale_22100387,efficacy,core_scale,7.0,7.0,654.0,0.654,N,1.0,10.0,1.0,2,,2026-02-02 09:42:34.502737+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,25079046-d422-40c6-9e41-e62d8cc6f82f,scale,scale_25079046,efficacy,core_scale,8.0,8.0,8065.0,8.065,N,1.0,10.0,1.0,2,,2026-02-02 09:41:34.965722+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,270401a4-823e-4aa7-ad8e-15354d395684,scale,scale_270401a4,efficacy,core_scale,5.0,5.0,3852.0,3.852,N,1.0,10.0,1.0,2,,2026-02-02 09:42:38.528477+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,28974e26-cb80-4db5-870a-b3dfeabf58c9,scale,scale_28974e26,efficacy,core_scale,3.0,8.0,13299.0,13.299,Y,1.0,10.0,1.0,2,,2026-02-02 09:40:49.979880+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,3b84269c-8975-40b2-a9e5-ccc99f3006e3,scale,scale_3b84269c,efficacy,core_scale,3.0,8.0,5802.0,5.802,Y,1.0,10.0,1.0,2,,2026-02-02 09:41:17.671924+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,3e0773f0-81dc-4807-b04b-74eda65090e2,scale,scale_3e0773f0,efficacy,core_scale,9.0,9.0,5415.0,5.415,N,1.0,10.0,1.0,2,,2026-02-02 09:40:05.999345+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,409e0aff-0db4-45f9-ad76-0ed5856589ea,scale,scale_409e0aff,efficacy,core_scale,9.0,9.0,5243.0,5.243,N,1.0,10.0,1.0,2,,2026-02-02 09:39:52.611329+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,586d16f6-be5e-43a8-8739-862118457042,scale,scale_586d16f6,efficacy,core_scale,7.0,7.0,7385.0,7.385,N,1.0,10.0,1.0,2,,2026-02-02 09:40:00.369843+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,5f93db2e-a862-4382-9c0e-58153137a67a,scale,scale_5f93db2e,efficacy,core_scale,9.0,9.0,3219.0,3.219,N,1.0,10.0,1.0,2,,2026-02-02 09:42:22.565185+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,693afd33-f3d4-4d3d-bf2d-220383f41d53,scale,scale_693afd33,efficacy,core_scale,2.0,9.0,6479.0,6.479,Y,1.0,10.0,1.0,2,,2026-02-02 09:43:12.518873+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,778ab9c4-a45c-4199-a7e2-8db73a800397,scale,scale_778ab9c4,efficacy,core_scale,9.0,9.0,4210.0,4.21,N,1.0,10.0,1.0,2,,2026-02-02 09:39:33.784501+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,8b76f724-ab48-40e8-92ce-883e5b5bb642,scale,scale_8b76f724,efficacy,core_scale,1.0,1.0,6702.0,6.702,N,1.0,10.0,1.0,2,,2026-02-02 09:40:36.372429+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,8ee73918-7964-4d0e-8ca3-aa60a74bebdf,scale,scale_8ee73918,efficacy,core_scale,4.0,7.0,5659.0,5.659,Y,1.0,10.0,1.0,2,,2026-02-02 09:42:52.444830+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,97f11d1b-b881-41a5-851a-a611a61ac06e,scale,scale_97f11d1b,efficacy,core_scale,2.0,9.0,5826.0,5.826,Y,1.0,10.0,1.0,2,,2026-02-02 09:43:05.643563+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,a0f8bba6-01b0-4834-9d01-e55fa30bb850,scale,scale_a0f8bba6,efficacy,core_scale,7.0,7.0,8525.0,8.525,N,1.0,10.0,1.0,2,,2026-02-02 09:40:29.467884+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,a64224be-2b3e-4a16-ab9e-512b9d40fb33,scale,scale_a64224be,efficacy,core_scale,1.0,1.0,3220.0,3.22,N,1.0,10.0,1.0,2,,2026-02-02 09:41:11.420148+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,a66cf223-b94a-472a-a7d8-c5d5a57f4ba8,scale,scale_a66cf223,efficacy,core_scale,10.0,10.0,2802.0,2.802,N,1.0,10.0,1.0,2,,2026-02-02 09:41:26.713660+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,ae21071b-8af5-4f2e-91fd-a2e309e049e6,scale,scale_ae21071b,growth_mindset,core_scale,10.0,10.0,4272.0,4.272,N,1.0,10.0,1.0,2,,2026-02-02 09:42:13.665594+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,b8bd0a10-8382-471e-9728-aa2b8ef9434d,text,나는 모르는 문제를 평균 00분까지는 고민해보고 넘긴다. (단위 : 분),,supplementary_numeric,30.0,30.0,14222.0,14.222,N,1.0,10.0,1.0,2,,2026-02-02 09:40:20.675134+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,c33c95a7-e6f7-4f6e-8d3a-bd2eab138a08,scale,scale_c33c95a7,efficacy,core_scale,2.0,9.0,7617.0,7.617,Y,1.0,10.0,1.0,2,,2026-02-02 09:41:48.017860+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,c952553e-f79c-401e-9d11-0b44c35e4655,text,모르는 문제를 최대 00분까지 고민해서 풀어본 적이 있다. (단위 : 분),,supplementary_numeric,60.0,60.0,14259.0,14.259,N,1.0,10.0,1.0,2,,2026-02-02 09:42:09.199978+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,e7bfe56b-2a4c-4737-a1d3-9d44ce98d011,scale,scale_e7bfe56b,efficacy,core_scale,7.0,7.0,7367.0,7.367,N,1.0,10.0,1.0,2,,2026-02-02 09:42:46.237469+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,ec6e556e-e137-4f52-9836-ea5512c2aa66,scale,scale_ec6e556e,efficacy,core_scale,9.0,9.0,6797.0,6.797,N,1.0,10.0,1.0,2,,2026-02-02 09:42:59.457040+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,ed872416-aac9-46f2-8dc0-61a8e7a8b580,scale,scale_ed872416,efficacy,core_scale,2.0,2.0,11313.0,11.313,N,1.0,10.0,1.0,2,,2026-02-02 09:39:22.279999+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,ee99a89f-1362-4bfc-8535-6946b6a6b496,scale,scale_ee99a89f,efficacy,core_scale,2.0,2.0,9288.0,9.288,N,1.0,10.0,1.0,2,,2026-02-02 09:41:07.841667+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,f2646d02-b8a0-4e05-8dcb-8c66baaa4027,scale,scale_f2646d02,efficacy,core_scale,8.0,8.0,5957.0,5.957,N,1.0,10.0,1.0,2,,2026-02-02 09:41:23.698427+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,f30ab7e5-e4f3-43f7-b4d6-205eab67d1da,scale,scale_f30ab7e5,growth_mindset,core_scale,2.0,9.0,6599.0,6.599,Y,1.0,10.0,1.0,2,,2026-02-02 09:39:29.085627+00:00
1944cd94-1cab-4e5e-92c6-4af3338f813a,f441e53b-223e-446a-bd68-83c52a739bb3,scale,scale_f441e53b,efficacy,core_scale,7.0,7.0,5049.0,5.049,N,1.0,10.0,1.0,2,,2026-02-02 09:41:40.186564+00:00
19b42db7-d522-4985-8ff9-f639a4519179,039091ed-0d7b-4e55-9d29-4e05f1b3b9d2,scale,scale_039091ed,anxiety,core_scale,6.0,5.0,3260.0,3.26,Y,1.0,10.0,1.0,3,,2026-01-31 04:54:04.396204+00:00
19b42db7-d522-4985-8ff9-f639a4519179,0975ef15-3056-4dbf-a4cc-7bc50b391c9b,scale,scale_0975ef15,efficacy,core_scale,6.0,6.0,4015.0,4.015,N,1.0,10.0,1.0,3,,2026-01-31 04:55:20.085736+00:00
19b42db7-d522-4985-8ff9-f639a4519179,1c6546cb-979e-44d0-b257-1cbf86a17b9c,scale,scale_1c6546cb,efficacy,core_scale,9.0,9.0,5530.0,5.53,N,1.0,10.0,1.0,3,,2026-01-31 04:52:40.091600+00:00
19b42db7-d522-4985-8ff9-f639a4519179,22100387-9306-4eb0-aadc-2e835e040462,scale,scale_22100387,efficacy,core_scale,6.0,6.0,4544.0,4.544,N,1.0,10.0,1.0,3,,2026-01-31 04:55:51.761861+00:00
19b42db7-d522-4985-8ff9-f639a4519179,25079046-d422-40c6-9e41-e62d8cc6f82f,scale,scale_25079046,efficacy,core_scale,7.0,7.0,10636.0,10.636,N,1.0,10.0,1.0,3,,2026-01-31 04:54:59.765326+00:00
19b42db7-d522-4985-8ff9-f639a4519179,270401a4-823e-4aa7-ad8e-15354d395684,scale,scale_270401a4,efficacy,core_scale,4.0,4.0,6476.0,6.476,N,1.0,10.0,1.0,3,,2026-01-31 04:55:58.345014+00:00
19b42db7-d522-4985-8ff9-f639a4519179,28974e26-cb80-4db5-870a-b3dfeabf58c9,scale,scale_28974e26,efficacy,core_scale,7.0,4.0,5556.0,5.556,Y,1.0,10.0,1.0,3,,2026-01-31 04:54:00.887293+00:00
19b42db7-d522-4985-8ff9-f639a4519179,3b84269c-8975-40b2-a9e5-ccc99f3006e3,scale,scale_3b84269c,efficacy,core_scale,8.0,3.0,8713.0,8.713,Y,1.0,10.0,1.0,3,,2026-01-31 04:54:36.142908+00:00
19b42db7-d522-4985-8ff9-f639a4519179,3e0773f0-81dc-4807-b04b-74eda65090e2,scale,scale_3e0773f0,efficacy,core_scale,7.0,7.0,4305.0,4.305,N,1.0,10.0,1.0,3,,2026-01-31 04:53:02.911687+00:00
19b42db7-d522-4985-8ff9-f639a4519179,409e0aff-0db4-45f9-ad76-0ed5856589ea,scale,scale_409e0aff,efficacy,core_scale,8.0,8.0,5397.0,5.397,N,1.0,10.0,1.0,3,,2026-01-31 04:52:45.572205+00:00
19b42db7-d522-4985-8ff9-f639a4519179,586d16f6-be5e-43a8-8739-862118457042,scale,scale_586d16f6,efficacy,core_scale,6.0,6.0,12873.0,12.873,N,1.0,10.0,1.0,3,,2026-01-31 04:52:58.530027+00:00
19b42db7-d522-4985-8ff9-f639a4519179,5f93db2e-a862-4382-9c0e-58153137a67a,scale,scale_5f93db2e,efficacy,core_scale,7.0,7.0,6583.0,6.583,N,1.0,10.0,1.0,3,,2026-01-31 04:55:47.123452+00:00
